target_location,target_name,BOOK,TOTAL_TONS,INCENDIARY_PERCENT,TARGET_SCORE,TONNAGE_SCORE,INCENDIARY_SCORE,AREA_BOMBING_SCORE,AREA_BOMBING_SCORE_NORMALIZED,CATEGORY,raid_id,AIR FORCE,DAY,MONTH,YEAR,TIME OF ATTACK,AVG_ALTITUDE,TOTAL_AIRCRAFT,Year
Tagliamento,RR Bridge,BOOK_11_TRANSPORTATION__PART_2,13.0,0.0,0,5.60975186534791,0.0,1.7,1.8,TRANSPORTATION,25725,15.0,8.0,10.0,4.0,1218.0,195.0,27.0,1944
Tagliamento,TERNI MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_2,105.0,0.0,0,8.631615478049627,0.0,2.6,2.7,TRANSPORTATION,25726,15.0,22.0,1.0,4.0,1420.0,204.0,35.0,1944
Tagliamento,TERNI MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_2,2.0,0.0,0,2.6979003990976924,0.0,0.8,0.8,TRANSPORTATION,25727,15.0,25.0,1.0,4.0,1800.0,204.0,35.0,1944
Tailleville,Unidentified Target,BOOK_6_INDUSTRIAL__PART_2,141.0,0.0,1,8.951934756203366,0.0,6.7,6.9,INDUSTRIAL,25728,8.0,5.0,6.0,4.0,921.0,250.0,40.0,1944
Tarascon,Rhone RR Bridge,BOOK_11_TRANSPORTATION__PART_2,91.0,0.0,0,8.389380530973451,0.0,2.5,2.6,TRANSPORTATION,25731,8.0,6.0,8.0,4.0,1153.0,208.0,38.0,1944
Tarvisio,Motor Truck Depot,BOOK_11_TRANSPORTATION__PART_4,63.0,0.0,0,7.734339753600556,0.0,2.3,2.4,TRANSPORTATION,25732,15.0,,4.0,5.0,1133.0,185.0,27.0,1945
Tarvisio,Motor Truck Depot,BOOK_11_TRANSPORTATION__PART_4,500.0,0.0,0,9.775811209439528,0.0,2.9,3.0,TRANSPORTATION,25733,15.0,,4.0,5.0,1530.0,185.0,27.0,1945
Tarvisio,Motor Truck Depot,BOOK_11_TRANSPORTATION__PART_4,62.5,0.0,0,7.719764011799411,0.0,2.3,2.4,TRANSPORTATION,25734,15.0,,4.0,5.0,1700.0,185.0,132.0,1945
Teufenbach,Marshalling Yards,BOOK_11_TRANSPORTATION__PART_4,3.0,0.0,0,3.692174214818671,0.0,1.1,1.1,TRANSPORTATION,25766,15.0,17.0,11.0,4.0,1158.0,,1.0,1944
Teuplitz,CITY AREA,BOOK_6_INDUSTRIAL__PART_4,50.0,72.0,1,7.340968245705362,7.664291777750597,8.5,8.8,INDUSTRIAL,25775,8.0,11.0,4.0,4.0,1217.0,108.0,19.0,1944
Texel Island,Texel Island Target,BOOK_6_INDUSTRIAL__PART_1,11.0,0.0,1,5.44039562727746,0.0,5.6,5.8,INDUSTRIAL,25837,8.0,7.0,9.0,3.0,913.0,215.0,11.0,1943
Thionville,Tactical Targets,BOOK_15_TACTICAL,38.0,0.0,0,6.986812424084679,0.0,2.1,2.2,TACTICAL,25868,8.0,10.0,11.0,4.0,945.0,232.0,13.0,1944
Thionville,Tactical Targets,BOOK_15_TACTICAL,3.0,0.0,0,3.692174214818671,0.0,1.1,1.1,TACTICAL,25869,8.0,11.0,11.0,4.0,941.0,273.0,1.0,1944
Thionville,Tactical Targets,BOOK_15_TACTICAL,64.0,0.0,0,7.759326739545376,0.0,2.3,2.4,TACTICAL,25870,8.0,9.0,11.0,4.0,941.0,244.0,23.0,1944
Tingry,Power Station,BOOK_13_UTILITIES,21.0,0.0,0,6.031580773902482,0.0,1.8,1.9,UTILITIES,25879,8.0,,6.0,4.0,1231.0,250.0,11.0,1944
Tingry,V Weapon Site,BOOK_8_WEAPON,33.0,0.0,0,6.722019781363873,0.0,2.0,2.1,WEAPON,25880,8.0,22.0,6.0,4.0,1900.0,250.0,13.0,1944
Tingry,V Weapon Site,BOOK_8_WEAPON,4.375,0.0,0,4.437792816241541,0.0,1.3,1.3,WEAPON,25881,8.0,23.0,6.0,4.0,1900.0,250.0,13.0,1944
Tiste,PROBAT,BOOK_6_INDUSTRIAL__PART_5,0.25,100.0,1,0.1311816762103071,10.0,7.0,7.2,INDUSTRIAL,25886,8.0,2.0,3.0,4.0,1237.0,245.0,1.0,1944
Tiste,PROBAT,BOOK_6_INDUSTRIAL__PART_5,28.0,0.0,1,6.395800798195385,0.0,5.9,6.1,INDUSTRIAL,25887,8.0,19.0,4.0,4.0,1035.0,180.0,14.0,1944
Tiste,PROBAT,BOOK_6_INDUSTRIAL__PART_5,26.0,0.0,1,6.280583029672045,0.0,5.9,6.1,INDUSTRIAL,25888,8.0,11.0,5.0,4.0,1330.0,245.0,14.0,1944
Tiste,PROBAT,BOOK_6_INDUSTRIAL__PART_5,2.0,0.0,1,2.6979003990976924,0.0,4.8,4.9,INDUSTRIAL,25889,8.0,26.0,8.0,4.0,1430.0,245.0,6.0,1944
Tiste,PROBAT,BOOK_6_INDUSTRIAL__PART_5,2.4,0.0,1,3.2375498872115216,0.0,5.0,5.2,INDUSTRIAL,25890,8.0,29.0,8.0,4.0,1530.0,245.0,16.0,1944
Tiste,PROBAT,BOOK_6_INDUSTRIAL__PART_5,2.0,0.0,1,2.6979003990976924,0.0,4.8,4.9,INDUSTRIAL,25891,8.0,6.0,8.0,4.0,1400.0,245.0,14.0,1944
Tiste,PROBAT,BOOK_6_INDUSTRIAL__PART_5,0.6,0.0,1,0.5375672392850945,0.0,4.2,4.3,INDUSTRIAL,25892,15.0,16.0,12.0,4.0,,,1.0,1944
Tiste,PROBAT,BOOK_6_INDUSTRIAL__PART_5,3.0,0.0,1,3.692174214818671,0.0,5.1,5.3,INDUSTRIAL,25893,8.0,1,1.0,5.0,,,3.0,1945
Tiste,PROBAT,BOOK_6_INDUSTRIAL__PART_5,7.0,0.0,1,4.993232691306611,0.0,5.5,5.7,INDUSTRIAL,25894,8.0,1.0,1.0,5.0,,,3.0,1945
Tiste,PROBAT,BOOK_6_INDUSTRIAL__PART_5,19.0,0.0,1,5.927815373937185,0.0,5.8,6.0,INDUSTRIAL,25895,8.0,14.0,1.0,5.0,900.0,,7.0,1945
Tiste,PROBAT,BOOK_6_INDUSTRIAL__PART_5,5.0,0.0,1,4.5779975707097,0.0,5.4,5.6,INDUSTRIAL,25896,8.0,15.0,1.0,5.0,1200.0,,2.0,1945
Tiste,PROBAT,BOOK_6_INDUSTRIAL__PART_5,3.0,0.0,1,3.692174214818671,0.0,5.1,5.3,INDUSTRIAL,25897,8.0,17.0,1.0,5.0,,,1.0,1945
Tiste,PROBAT,BOOK_6_INDUSTRIAL__PART_5,2.0,0.0,1,2.6979003990976924,0.0,4.8,4.9,INDUSTRIAL,25898,8.0,2.0,1.0,5.0,,,1.0,1945
Tiste,PROBAT,BOOK_6_INDUSTRIAL__PART_5,3.0,0.0,1,3.692174214818671,0.0,5.1,5.3,INDUSTRIAL,25899,8.0,3.0,1.0,5.0,,,1.0,1945
Tiste,SXBPORTAS BORBU,BOOK_6_INDUSTRIAL__PART_5,4.0,0.0,1,4.268783619642547,0.0,5.3,5.5,INDUSTRIAL,25900,8.0,1.0,1.0,5.0,,,2.0,1945
Tiste,SXBPORTAS BORBU,BOOK_6_INDUSTRIAL__PART_5,12.0,0.0,1,5.527676557348603,0.0,5.7,5.9,INDUSTRIAL,25901,8.0,14.0,1.0,5.0,,,4.0,1945
Tiste,SXBPORTAS BORBU,BOOK_6_INDUSTRIAL__PART_5,3.0,0.0,1,3.692174214818671,0.0,5.1,5.3,INDUSTRIAL,25902,8.0,15.0,1.0,5.0,,,1.0,1945
Tiste,SXBPORTAS BORBU,BOOK_6_INDUSTRIAL__PART_5,3.0,33.33333333333333,1,3.692174214818671,5.083300538358647,6.6,6.8,INDUSTRIAL,25903,8.0,3.0,2.0,5.0,,,1.0,1945
Tiszafured,RR Bridge,BOOK_11_TRANSPORTATION__PART_1,79.0,0.0,0,8.162762450112789,0.0,2.4,2.5,TRANSPORTATION,25904,15.0,21.0,9.0,4.0,1142.0,194.0,32.0,1944
Toulon,Gun Positions,BOOK_15_TACTICAL,75.0,0.0,0,8.059864653826132,0.0,2.4,2.5,TACTICAL,25923,15.0,12.0,8.0,1.0,200.0,199.5,27.0,1941
Toulon,Gun Positions,BOOK_15_TACTICAL,34.0,0.0,0,6.781190352247094,0.0,2.0,2.1,TACTICAL,25924,15.0,13.0,8.0,1.0,900.0,194.5,14.0,1941
Toulon,Gun Positions,BOOK_15_TACTICAL,102.0,0.0,0,8.585285441610273,0.0,2.6,2.7,TACTICAL,25925,15.0,13.0,8.0,4.0,1258.0,193.33333333333337,41.0,1944
Toulon,Gun Positions,BOOK_15_TACTICAL,564.0,0.0,0,9.81815026895714,0.0,2.9,3.0,TACTICAL,25926,15.0,14.0,8.0,4.0,1010.0,189.3,194.0,1944
Toulon,Harbor Target Install,BOOK_17_NAVAL,74.0,0.0,0,8.036265833767136,0.0,2.4,2.5,NAVAL,25927,15.0,11.0,3.0,4.0,1155.0,198.0,30.0,1944
Toulon,Harbor Target Install,BOOK_17_NAVAL,157.0,0.0,0,9.055700156168662,0.0,2.7,2.8,NAVAL,25928,15.0,29.0,4.0,4.0,1231.0,204.0,64.0,1944
Toulon,Harbor Target Install,BOOK_17_NAVAL,62.0,0.0,0,7.706923477355544,0.0,2.3,2.4,NAVAL,25929,15.0,5.0,7.0,4.0,1317.0,233.0,25.0,1944
Toulon,Harbor Target Install,BOOK_17_NAVAL,89.0,0.0,0,8.355717508242236,0.0,2.5,2.6,NAVAL,25930,15.0,6.0,8.0,4.0,1304.0,225.0,37.0,1944
Toulon,Milhaud,BOOK_3_EXPLOSIVES,87.5,0.0,0,8.337324310255076,0.0,2.5,2.6,EXPLOSIVES,25931,8.0,01-03,4.0,4.0,600.0,215.0,28.0,1944
Toulon,Milhaud,BOOK_3_EXPLOSIVES,96.8,0.0,0,8.466944299843831,0.0,2.5,2.6,EXPLOSIVES,25932,8.0,02,4.0,4.0,1530.0,215.0,28.0,1944
Toulon,Milhaud,BOOK_3_EXPLOSIVES,87.0,0.0,0,8.32864827346868,0.0,2.5,2.6,EXPLOSIVES,25933,8.0,1,4.0,4.0,1210.0,215.0,29.0,1944
Toulon,Milhaud,BOOK_3_EXPLOSIVES,97.35,0.0,0,8.478570189137603,0.0,2.5,2.6,EXPLOSIVES,25934,8.0,16,4.0,4.0,600.0,215.0,28.0,1944
Toulon,Milhaud,BOOK_3_EXPLOSIVES,161.0,0.0,0,9.07496095783446,0.0,2.7,2.8,EXPLOSIVES,25935,8.0,29,4.0,4.0,1227.0,222.5,55.0,1944
Toulon,Sub Pens,BOOK_1_MILITARYINDUSTRY,3.0,0.0,0,3.692174214818671,0.0,1.1,1.1,MILITARYINDUSTRY,25936,15.0,29.0,4.0,4.0,1200.0,235.0,35.0,1944
Toulon,Sub Pens,BOOK_1_MILITARYINDUSTRY,3.0,0.0,0,3.692174214818671,0.0,1.1,1.1,MILITARYINDUSTRY,25937,15.0,4.0,4.0,4.0,1115.0,235.0,30.0,1944
Toulon,Sub Pens,BOOK_1_MILITARYINDUSTRY,3.0,0.0,0,3.692174214818671,0.0,1.1,1.1,MILITARYINDUSTRY,25938,15.0,5.0,4.0,4.0,1155.0,230.0,28.0,1944
Toulon,Sub Pens,BOOK_1_MILITARYINDUSTRY,100.0,0.0,0,8.52628839146278,0.0,2.6,2.7,MILITARYINDUSTRY,25939,15.0,7.0,4.0,4.0,1200.0,210.0,32.0,1944
Toulon,Sub Pens,BOOK_1_MILITARYINDUSTRY,3.0,0.0,0,3.692174214818671,0.0,1.1,1.1,MILITARYINDUSTRY,25940,15.0,11.0,7.0,4.0,1236.0,230.0,15.0,1944
Toulon,Sub Pens,BOOK_1_MILITARYINDUSTRY,10.0,0.0,0,5.347388512927295,0.0,1.6,1.6,MILITARYINDUSTRY,25941,15.0,8.0,8.0,4.0,1315.0,210.0,438.0,1944
Toulouse,Airdrome,BOOK_10_AIRFIELDS__PART_1,172.0,0.0,0,9.135519694603506,0.0,2.7,2.8,AIRFIELDS,25943,8.0,12,8.0,4.0,1147.0,219.5,69.0,1944
Toulouse,Blagnac A D,BOOK_10_AIRFIELDS__PART_1,65.0,0.0,0,7.784487246225924,0.0,2.3,2.4,AIRFIELDS,25944,8.0,25.0,6.0,4.0,908.0,252.0,37.0,1944
Toulouse,Blagnac A D,BOOK_10_AIRFIELDS__PART_1,81.0,0.0,0,8.209439528023598,0.0,2.5,2.6,AIRFIELDS,25945,8.0,26.0,6.0,4.0,910.0,252.0,36.0,1944
Toulouse,Francazal A D,BOOK_10_AIRFIELDS__PART_1,147.05,29.275756545392717,0,8.990456359534964,4.792115241338067,4.1,4.2,AIRFIELDS,25946,8.0,25.0,6.0,4.0,938.0,254.0,69.0,1944
Toulouse,Francazal A D,BOOK_10_AIRFIELDS__PART_1,72.25,22.145328719723185,0,8.002776331771647,4.295081641106072,3.7,3.8,AIRFIELDS,25947,8.0,26.0,6.0,4.0,923.0,254.0,33.0,1944
Tournehem,Unidentified Target,BOOK_6_INDUSTRIAL__PART_2,71.0,0.0,1,7.949158424431719,0.0,6.4,6.6,INDUSTRIAL,25948,8.0,20.0,4.0,4.0,1821.0,210.0,24.0,1944
Tournehem,Unidentified Target,BOOK_6_INDUSTRIAL__PART_2,70.75,0.0,1,7.940482387645323,0.0,6.4,6.6,INDUSTRIAL,25949,8.0,22.0,4.0,4.0,930.0,210.0,24.0,1944
Tours,La Riche Bridge,BOOK_11_TRANSPORTATION__PART_2,131.0,0.0,0,8.885129272948117,0.0,2.7,2.8,TRANSPORTATION,25950,8.0,15.0,6.0,4.0,752.0,200.0,79.0,1944
Tours,La Riche Bridge,BOOK_11_TRANSPORTATION__PART_2,42.0,0.0,0,7.1403782752038865,0.0,2.1,2.2,TRANSPORTATION,25951,8.0,16.0,6.0,4.0,752.0,200.0,45.0,1944
Tours,La Riche Bridge,BOOK_11_TRANSPORTATION__PART_2,1.155,0.0,0,1.7962866562554225,0.0,0.5,0.5,TRANSPORTATION,25952,8.0,18.0,6.0,4.0,2007.0,200.0,9.0,1944
Tours,La Riche Bridge,BOOK_11_TRANSPORTATION__PART_2,108.0,0.0,0,8.67725143154607,0.0,2.6,2.7,TRANSPORTATION,25953,8.0,20.0,6.0,4.0,825.0,236.0,36.0,1944
Tours,Parcay AF,BOOK_10_AIRFIELDS__PART_1,223.0,0.0,0,9.350858927641854,0.0,2.8,2.9,AIRFIELDS,25957,8.0,01,8.0,4.0,1420.0,235.4,75.0,1944
Tours,Unidentified Target,BOOK_6_INDUSTRIAL__PART_2,28.0,0.0,1,6.395800798195385,0.0,5.9,6.1,INDUSTRIAL,25958,8.0,5.0,1.0,4.0,1151.0,200.0,14.0,1944
Tours,Unidentified Target,BOOK_6_INDUSTRIAL__PART_2,24.0,0.0,1,6.1726531320492795,0.0,5.9,6.1,INDUSTRIAL,25959,8.0,6.0,3.0,4.0,1421.0,195.0,14.0,1944
Tours,Unidentified Target,BOOK_6_INDUSTRIAL__PART_2,38.0,0.0,1,6.986812424084679,0.0,6.1,6.3,INDUSTRIAL,25960,8.0,15.0,6.0,4.0,747.0,210.0,13.0,1944
Tours La Riche,MY,BOOK_11_TRANSPORTATION__PART_2,186.0,0.0,0,9.202151657123029,0.0,2.8,2.9,TRANSPORTATION,25961,8.0,8.0,6.0,4.0,820.0,212.22222222222223,125.0,1944
Toussus Le Noble,Toussus Le Noble AD,BOOK_10_AIRFIELDS__PART_1,102.0,0.0,0,8.585285441610273,0.0,2.6,2.7,AIRFIELDS,25962,8.0,15.0,6.0,4.0,728.0,220.0,34.0,1944
Toussus Le Noble,Toussus Le Noble AD,BOOK_10_AIRFIELDS__PART_1,108.0,0.0,0,8.67725143154607,0.0,2.6,2.7,AIRFIELDS,25963,8.0,24.0,6.0,4.0,818.0,213.33333333333337,46.0,1944
Toussus Le Noble,Toussus Le Noble AD,BOOK_10_AIRFIELDS__PART_1,2.0,0.0,0,2.6979003990976924,0.0,0.8,0.8,AIRFIELDS,25964,8.0,10.0,8.0,4.0,1206.0,240.0,11.0,1944
Toussus Le Noble,Toussus Le Noble AD,BOOK_10_AIRFIELDS__PART_1,79.0,0.0,0,8.162762450112789,0.0,2.4,2.5,AIRFIELDS,25965,8.0,11.0,8.0,4.0,1200.0,234.16666666666663,33.0,1944
Toussus Le Noble,Toussus Le Noble AD,BOOK_10_AIRFIELDS__PART_1,31.0,0.0,0,6.610966510498004,0.0,2.0,2.1,AIRFIELDS,25966,8.0,12.0,8.0,4.0,1206.0,220.0,15.0,1944
Toussus Le Noble,Toussus Le Noble AD,BOOK_10_AIRFIELDS__PART_1,10.0,0.0,0,5.347388512927295,0.0,1.6,1.6,AIRFIELDS,25967,8.0,15.0,8.0,4.0,1430.0,197.5,10.0,1944
Trento,TRENTO MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_2,203.0,0.0,0,9.277633177164672,0.0,2.8,2.9,TRANSPORTATION,25980,15.0,13.0,5.0,4.0,1348.0,240.0,68.0,1944
Trento,TRENTO MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_2,96.0,0.0,0,8.456706576435884,0.0,2.5,2.6,TRANSPORTATION,25981,15.0,5.0,5.0,4.0,1434.0,236.0,32.0,1944
Trento,TRENTO MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_2,59.0,0.0,0,7.610098906819365,0.0,2.3,2.4,TRANSPORTATION,25982,15.0,15.0,9.0,4.0,1308.0,230.0,25.0,1944
Trento,TRENTO MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_2,70.0,0.0,0,7.923824397015443,0.0,2.4,2.5,TRANSPORTATION,25983,15.0,4.0,9.0,4.0,1323.0,230.0,28.0,1944
Trento,TRENTO MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_2,48.0,0.0,0,7.283359361443692,0.0,2.2,2.3,TRANSPORTATION,25984,15.0,17.0,1.0,5.0,1127.0,230.0,26.0,1945
Trento,TRENTO MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_2,53.0,0.0,0,7.442304355370467,0.0,2.2,2.3,TRANSPORTATION,25985,15.0,4.0,1.0,5.0,1136.0,220.0,28.0,1945
Treuenbrietzen,Marshalling Yard,BOOK_11_TRANSPORTATION__PART_4,70.0,0.0,0,7.923824397015443,0.0,2.4,2.5,TRANSPORTATION,25986,8.0,19.0,4.0,5.0,1127.0,204.0,28.0,1945
Treuenbrietzen,Marshalling Yard,BOOK_11_TRANSPORTATION__PART_4,133.0,0.0,0,8.896408120770431,0.0,2.7,2.8,TRANSPORTATION,25987,8.0,20.0,4.0,5.0,1115.0,200.25,53.0,1945
Treviso,Loco Repair Depot,BOOK_11_TRANSPORTATION__PART_2,38.0,0.0,0,6.986812424084679,0.0,2.1,2.2,TRANSPORTATION,25988,15.0,15.0,1.0,5.0,1236.0,250.0,23.0,1945
Triberg,Unidentified Target,BOOK_6_INDUSTRIAL__PART_4,3.0,0.0,1,3.692174214818671,0.0,5.1,5.3,INDUSTRIAL,25989,8.0,4.0,3.0,5.0,,,1.0,1945
Trieste,Trieste Marshalling Yards,BOOK_11_TRANSPORTATION__PART_2,14.0,0.0,0,5.659378795766095,0.0,1.7,1.8,TRANSPORTATION,25991,15.0,20.0,4.0,4.0,1302.0,190.0,38.0,1944
Trieste,Trieste Marshalling Yards,BOOK_11_TRANSPORTATION__PART_2,77.5,0.0,0,8.121811556481,0.0,2.4,2.5,TRANSPORTATION,25992,15.0,10.0,6.0,4.0,930.0,195.0,31.0,1944
Trieste,Trieste Marshalling Yards,BOOK_11_TRANSPORTATION__PART_2,3.0,0.0,0,3.692174214818671,0.0,1.1,1.1,TRANSPORTATION,25993,15.0,20.0,10.0,4.0,1730.0,199.0,1.0,1944
Trieste,Trieste Marshalling Yards,BOOK_11_TRANSPORTATION__PART_2,40.0,0.0,0,7.079125455491932,0.0,2.1,2.2,TRANSPORTATION,25994,15.0,23.0,10.0,4.0,1350.0,200.0,19.0,1944
Trieste,Trieste Oil Refinery,BOOK_2_OILREFINERIES,166.0,0.0,0,9.103591879229567,0.0,2.7,2.8,OILREFINERIES,25995,15.0,10,5.0,4.0,943.0,197.5,64.0,1944
Trieste,Trieste Oil Refinery,BOOK_2_OILREFINERIES,87.0,0.0,0,8.32864827346868,0.0,2.5,2.6,OILREFINERIES,25996,15.0,10,7.0,4.0,1530.0,190.0,100.0,1944
Trieste,Trieste Oil Refinery,BOOK_2_OILREFINERIES,73.0,0.0,0,8.0149227832726,0.0,2.4,2.5,OILREFINERIES,25997,15.0,12,7.0,4.0,1029.0,185.0,29.0,1944
Trieste,Trieste Oil Refinery,BOOK_2_OILREFINERIES,146.5,0.0,0,8.986118341141767,0.0,2.7,2.8,OILREFINERIES,25998,15.0,13,7.0,4.0,1100.0,188.0,60.0,1944
Trieste,Trieste Oil Refinery,BOOK_2_OILREFINERIES,87.9,0.0,0,8.339753600555266,0.0,2.5,2.6,OILREFINERIES,25999,15.0,14,7.0,4.0,1200.0,188.0,159.0,1944
Trieste,Trieste Target,BOOK_2_OILREFINERIES,375.8,0.0,0,9.643588408814852,0.0,2.9,3.0,OILREFINERIES,26000,8.0,6,7.0,4.0,1020.0,300.0,255.0,1944
Trieste,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_1,40.0,0.0,1,7.079125455491932,0.0,6.1,6.3,INDUSTRIAL,26001,15.0,10.0,6.0,4.0,935.0,200.0,17.0,1944
Trieste,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_1,40.0,0.0,1,7.079125455491932,0.0,6.1,6.3,INDUSTRIAL,26002,15.0,11.0,6.0,4.0,930.0,200.0,17.0,1944
Trodheim,Trodheim Naval Installations,BOOK_17_NAVAL,47.0,0.0,0,7.262016310949159,0.0,2.2,2.3,NAVAL,26004,8.0,24.0,7.0,3.0,1413.0,195.0,21.0,1943
Trodheim,Trodheim Naval Installations,BOOK_17_NAVAL,40.0,0.0,0,7.079125455491932,0.0,2.1,2.2,NAVAL,26005,8.0,25.0,7.0,3.0,1415.0,201.0,21.0,1943
Tromso Fjord,UNKNOWN MERCHANT VESSEL,BOOK_17_NAVAL,23.0,0.0,0,6.121464515009544,0.0,1.8,1.9,NAVAL,26007,8.0,24.0,6.0,3.0,1200.0,120.0,9.0,1943
Tromso Fjord,UNKNOWN MERCHANT VESSEL,BOOK_17_NAVAL,13.0,0.0,0,5.60975186534791,0.0,1.7,1.8,NAVAL,26008,8.0,25.0,6.0,3.0,900.0,190.0,4.0,1943
Tromso Fjord,UNKNOWN MERCHANT VESSEL,BOOK_17_NAVAL,13.0,0.0,0,5.60975186534791,0.0,1.7,1.8,NAVAL,26009,8.0,26.0,6.0,3.0,1430.0,120.0,5.0,1943
Tromso Fjord,UNKNOWN MERCHANT VESSEL,BOOK_17_NAVAL,47.0,0.0,0,7.262016310949159,0.0,2.2,2.3,NAVAL,26010,8.0,7.0,9.0,3.0,855.0,220.0,6.0,1943
Tromso Fjord,UNKNOWN MERCHANT VESSEL,BOOK_17_NAVAL,47.0,0.0,0,7.262016310949159,0.0,2.2,2.3,NAVAL,26011,8.0,8.0,10.0,3.0,1800.0,120.0,10.0,1943
Tromso Fjord,UNKNOWN MERCHANT VESSEL,BOOK_17_NAVAL,2.0,0.0,0,2.6979003990976924,0.0,0.8,0.8,NAVAL,26012,9.0,20.0,6.0,4.0,600.0,120.0,1.0,1944
Turin,Repair Works,BOOK_6_INDUSTRIAL__PART_1,81.0,0.0,1,8.209439528023598,0.0,6.5,6.7,INDUSTRIAL,26037,15.0,24.0,7.0,4.0,1132.0,232.0,27.0,1944
Turin,Repair Works,BOOK_6_INDUSTRIAL__PART_1,81.0,0.0,1,8.209439528023598,0.0,6.5,6.7,INDUSTRIAL,26038,15.0,26.0,7.0,4.0,900.0,232.0,27.0,1944
Turnu Severinu,Bridge Repair Plant,BOOK_6_INDUSTRIAL__PART_1,32.0,0.0,1,6.656255422522992,0.0,6.0,6.2,INDUSTRIAL,26077,15.0,18.0,5.0,4.0,1045.0,153.0,17.0,1944
Turnu Severinu,Bridge Repair Plant,BOOK_6_INDUSTRIAL__PART_1,5.0,0.0,1,4.5779975707097,0.0,5.4,5.6,INDUSTRIAL,26078,15.0,19.0,8.0,4.0,900.0,153.0,18.0,1944
Tutow,Airdrome,BOOK_10_AIRFIELDS__PART_2,141.3,39.136588818117474,0,8.954017005032101,5.5328758430458675,4.3,4.4,AIRFIELDS,26080,8.0,20,2.0,4.0,1205.0,120.0,39.0,1944
Tutow,Airdrome,BOOK_10_AIRFIELDS__PART_2,255.0,28.235294117647054,0,9.446468853027936,4.719588767609965,4.2,4.3,AIRFIELDS,26081,8.0,09,4.0,4.0,1205.0,203.5,104.0,1944
Tutow,Airdrome,BOOK_10_AIRFIELDS__PART_2,530.0,21.50943396226415,0,9.793857365955231,4.250755961301741,4.2,4.3,AIRFIELDS,26082,8.0,13,5.0,4.0,1426.0,161.21428571428572,244.0,1944
Tutow,Airdrome,BOOK_10_AIRFIELDS__PART_2,294.25,50.97706032285472,0,9.523512059691132,6.450151258257163,4.8,4.9,AIRFIELDS,26083,8.0,29,5.0,4.0,1205.0,189.25,166.0,1944
Twinberg,Marshalling Yards,BOOK_11_TRANSPORTATION__PART_1,3.0,0.0,0,3.692174214818671,0.0,1.1,1.1,TRANSPORTATION,26116,15.0,25.0,2.0,5.0,,,1.0,1945
Twinberg,Marshalling Yards,BOOK_11_TRANSPORTATION__PART_1,3.0,0.0,0,3.692174214818671,0.0,1.1,1.1,TRANSPORTATION,26117,15.0,26.0,2.0,5.0,,,1.0,1945
UDINE,BRIDGE,BOOK_11_TRANSPORTATION__PART_2,2.0,0.0,0,2.6979003990976924,0.0,0.8,0.8,TRANSPORTATION,26118,15.0,22.0,11.0,4.0,,,1.0,1944
UDINE,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_2,39.0,0.0,0,7.033663022731217,0.0,2.1,2.2,TRANSPORTATION,26119,15.0,29.0,8.0,4.0,1330.0,237.0,9.0,1944
UDINE,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_2,108.0,27.77777777777778,0,8.67725143154607,4.6876971337375135,4.0,4.1,TRANSPORTATION,26120,15.0,29.0,12.0,4.0,1328.0,241.25,48.0,1944
UDINE,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_2,59.0,0.0,0,7.610098906819365,0.0,2.3,2.4,TRANSPORTATION,26121,12.0,23.0,2.0,5.0,1336.0,215.0,26.0,1945
UDINE,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_2,52.0,0.0,0,7.411070622939441,0.0,2.2,2.3,TRANSPORTATION,26122,15.0,24.0,2.0,5.0,1337.0,237.0,26.0,1945
ULH,MAGIRUS ULH WORKS,BOOK_1_MILITARYINDUSTRY,155.96,41.52346755578353,0,9.047371160853722,5.717786147021151,4.4,4.5,MILITARYINDUSTRY,26123,8.0,1,9.0,4.0,600.0,200.0,97.0,1944
ULH,MAGIRUS ULH WORKS,BOOK_1_MILITARYINDUSTRY,116.6,21.95540308747856,0,8.766614610445949,4.28184268503235,3.9,4.0,MILITARYINDUSTRY,26124,8.0,13,9.0,4.0,1105.0,197.5,55.0,1944
ULH,MAGIRUS ULH WORKS,BOOK_1_MILITARYINDUSTRY,70.12,25.5561893896178,0,7.936491410723581,4.532839094108304,3.7,3.8,MILITARYINDUSTRY,26125,8.0,20,9.0,4.0,1107.0,210.0,26.0,1944
ULM,DEUTZ AFVMT WORKS,BOOK_1_MILITARYINDUSTRY,113.728,3.10213843556556,0,8.742668748915495,2.609668197146802,3.4,3.5,MILITARYINDUSTRY,26126,8.0,4.0,3.0,5.0,1030.0,215.33333333333337,12.3,1945
